tickerA,tickerB,sector,entryDate,peakDate,exitDate,peakZ,exitZ,spreadMove,dollarPnl,cost,netPnl,holdDays
XOM,CVX,ENERGY,2025-10-16,2025-10-16,2025-10-20,-1.5654,-0.4021,0.01209591,12.1,8,4.1,2
AMAT,KLAC,SEMIS,2025-08-15,2025-08-15,2025-09-02,-3.3344,-0.4678,0.0121038,12.1,8,4.1,11
GD,SAIC,DEFENSE,2026-02-12,2026-02-12,2026-02-25,1.7815,0.4089,0.01208871,12.09,8,4.09,8
PFE,REGN,PHARMA,2025-12-24,2025-12-24,2026-01-05,-1.5159,-0.4654,0.01207283,12.07,8,4.07,6
ORCL,WDAY,TECH,2025-07-31,2025-07-31,2025-08-13,2.1777,0.2271,0.01205002,12.05,8,4.05,9
INTC,KLAC,SEMIS,2025-07-28,2025-07-28,2025-08-11,-2.5726,-0.3887,0.01201897,12.02,8,4.02,10
INTC,SWKS,SEMIS,2025-07-08,2025-07-08,2025-07-24,1.8474,0.0319,0.01202454,12.02,8,4.02,12
JPM,WFC,US_BANKS,2025-10-13,2025-10-14,2025-10-30,-3.1635,-0.0653,0.01199947,12,8,4,13
XEL,VST,INFRA,2026-02-20,2026-02-23,2026-03-10,2.4438,0.3218,0.01198845,11.99,8,3.99,12
JNJ,ABBV,PHARMA,2025-08-19,2025-08-19,2025-08-26,1.7749,0.0434,0.01198096,11.98,8,3.98,5
PFE,REGN,PHARMA,2026-01-14,2026-01-15,2026-02-03,3.1064,-0.0351,0.01197967,11.98,8,3.98,13
DVN,MPC,ENERGY,2025-05-12,2025-05-15,2025-06-04,-1.9164,0.0396,0.0119643,11.96,8,3.96,16
GS,USB,US_BANKS,2025-06-10,2025-06-16,2025-07-07,2.609,0.2842,0.01191989,11.92,8,3.92,17
PSX,FANG,ENERGY,2025-10-28,2025-10-29,2025-11-12,2.4619,0.2277,0.01190744,11.91,8,3.91,11
HAL,COP,ENERGY,2025-06-20,2025-06-23,2025-07-09,-2.163,-0.4014,0.01190146,11.9,8,3.9,12
TECK,AA,MINING,2026-03-09,2026-03-09,2026-03-24,-2.3271,-0.425,0.01189395,11.89,8,3.89,11
RTX,ESLT,DEFENSE,2025-12-22,2025-12-22,2025-12-30,1.5519,0.4756,0.01186521,11.87,8,3.87,5
NVO,AMGN,PHARMA,2025-08-25,2025-08-25,2025-09-11,1.7851,0.1856,0.01186174,11.86,8,3.86,12
PWR,XEL,INFRA,2026-02-20,2026-02-20,2026-03-05,1.7694,0.2512,0.01185819,11.86,8,3.86,9
COP,FANG,ENERGY,2025-05-21,2025-05-22,2025-06-10,-2.3437,0.2101,0.0118442,11.84,8,3.84,13
JPM,SCHW,US_BANKS,2025-06-18,2025-06-23,2025-07-08,3.1037,-0.1711,0.01183798,11.84,8,3.84,12
XOM,MPC,ENERGY,2025-08-04,2025-08-04,2025-08-13,-1.565,-0.1009,0.01182022,11.82,8,3.82,7
USB,TFC,US_BANKS,2025-08-25,2025-08-25,2025-08-28,1.8522,0.3005,0.0118103,11.81,8,3.81,3
QCOM,MU,SEMIS,2025-06-03,2025-06-05,2025-06-30,-2.368,-0.1086,0.01178472,11.78,8,3.78,18
DUK,XEL,INFRA,2025-10-31,2025-11-03,2025-11-17,-1.8699,-0.1283,0.01177868,11.78,8,3.78,11
C,PNC,US_BANKS,2025-09-11,2025-09-16,2025-10-01,2.3967,-0.046,0.01177199,11.77,8,3.77,14
RTX,LHX,DEFENSE,2025-08-26,2025-08-26,2025-09-05,2.5371,0.4207,0.01175164,11.75,8,3.75,7
TSM,MRVL,SEMIS,2026-02-12,2026-02-12,2026-03-02,2.2278,0.3013,0.011752,11.75,8,3.75,11
CRM,MDB,TECH,2025-09-04,2025-09-04,2025-09-19,-2.5348,-0.4367,0.01174443,11.74,8,3.74,11
DUK,XEL,INFRA,2026-01-27,2026-01-29,2026-02-20,2.5427,0.4361,0.01174135,11.74,8,3.74,17
DVN,FANG,ENERGY,2025-08-11,2025-08-11,2025-08-27,2.0645,0.3551,0.01170399,11.7,8,3.7,12
CVX,VLO,ENERGY,2026-03-02,2026-03-02,2026-03-05,1.5358,0.3908,0.01166681,11.67,8,3.67,3
F,APTV,AUTOS,2025-05-12,2025-05-13,2025-06-09,-2.7862,-0.3791,0.011666,11.67,8,3.67,19
CRWD,FTNT,TECH,2025-10-23,2025-10-28,2025-11-13,2.5676,0.2796,0.01165681,11.66,8,3.66,15
BHP,SCCO,MINING,2025-06-03,2025-06-03,2025-06-11,-2.4726,-0.459,0.01164232,11.64,8,3.64,6
BMY,GILD,PHARMA,2026-02-23,2026-02-24,2026-03-09,1.925,0.3592,0.01162505,11.63,8,3.63,10
ZS,PLTR,TECH,2025-10-23,2025-10-24,2025-11-06,2.1051,0.3155,0.01160743,11.61,8,3.61,10
FANG,OXY,ENERGY,2025-06-03,2025-06-03,2025-06-09,2.2829,0.0048,0.01160171,11.6,8,3.6,4
SLB,FANG,ENERGY,2025-07-01,2025-07-02,2025-07-16,2.635,0.2973,0.01157093,11.57,8,3.57,10
BAC,WFC,US_BANKS,2025-11-20,2025-11-20,2025-11-25,-1.524,-0.271,0.01157041,11.57,8,3.57,3
JPM,USB,US_BANKS,2025-05-28,2025-05-28,2025-06-03,1.6428,-0.0174,0.01156092,11.56,8,3.56,4
RTX,BWXT,DEFENSE,2026-02-12,2026-02-12,2026-02-27,2.0563,0.3274,0.01154148,11.54,8,3.54,10
USB,PNC,US_BANKS,2025-11-28,2025-12-04,2025-12-11,2.3261,0.4439,0.01153764,11.54,8,3.54,9
CRM,NOW,TECH,2025-05-30,2025-05-30,2025-06-20,-2.4095,0.0884,0.01149644,11.5,8,3.5,14
BAC,TFC,US_BANKS,2026-03-11,2026-03-11,2026-03-27,2.6888,-0.1029,0.01147419,11.47,8,3.47,12
JNJ,PFE,PHARMA,2025-09-04,2025-09-04,2025-09-09,1.6268,0.2252,0.01145986,11.46,8,3.46,3
JPM,GS,US_BANKS,2025-05-27,2025-05-27,2025-05-29,-1.5511,-0.2015,0.01142934,11.43,8,3.43,2
LDOS,KTOS,DEFENSE,2026-03-24,2026-03-24,2026-04-08,-2.181,-0.2818,0.01140545,11.41,8,3.41,10
PANW,NET,TECH,2025-07-02,2025-07-02,2025-07-07,-1.5351,-0.4933,0.0113976,11.4,8,3.4,2
SCCO,AA,MINING,2026-03-13,2026-03-13,2026-04-02,-2.4772,-0.4077,0.01138209,11.38,8,3.38,14
AMD,SWKS,SEMIS,2025-11-21,2025-11-21,2025-12-11,-1.9002,-0.4522,0.01136524,11.37,8,3.37,13
PNC,TFC,US_BANKS,2026-03-12,2026-03-12,2026-03-30,2.9435,0.3,0.01137297,11.37,8,3.37,12
JNJ,VRTX,PHARMA,2026-03-27,2026-03-27,2026-04-10,2.4357,0.3468,0.01136908,11.37,8,3.37,9
DVN,OXY,ENERGY,2025-10-13,2025-10-13,2025-10-24,1.744,0.3542,0.0113628,11.36,8,3.36,9
FTNT,NET,TECH,2025-09-29,2025-09-30,2025-10-10,1.8155,0.3924,0.01135095,11.35,8,3.35,9
MS,WFC,US_BANKS,2025-08-04,2025-08-04,2025-08-25,2.2895,0.2299,0.01135089,11.35,8,3.35,15
GS,USB,US_BANKS,2025-07-29,2025-07-31,2025-08-13,1.8094,0.148,0.01133986,11.34,8,3.34,11
SLB,FANG,ENERGY,2025-08-22,2025-08-22,2025-09-16,2.4117,0.3306,0.01133356,11.33,8,3.33,16
CVX,OXY,ENERGY,2025-11-20,2025-11-20,2025-12-01,-2.4671,-0.3138,0.01131689,11.32,8,3.32,6
DDOG,PLTR,TECH,2025-08-08,2025-08-08,2025-08-22,-2.0976,-0.32,0.01131677,11.32,8,3.32,10
GS,C,US_BANKS,2025-12-19,2025-12-22,2026-01-02,-2.7639,-0.4679,0.01130083,11.3,8,3.3,8
AMAT,TXN,SEMIS,2025-08-15,2025-08-15,2025-09-04,-3.2252,-0.2284,0.01129096,11.29,8,3.29,13
RTX,ESLT,DEFENSE,2025-08-27,2025-08-28,2025-09-03,1.8517,0.4133,0.01128329,11.28,8,3.28,4
DUK,XEL,INFRA,2025-09-03,2025-09-05,2025-09-11,-2.03,-0.4875,0.01125816,11.26,8,3.26,6
XOM,PSX,ENERGY,2025-05-13,2025-05-20,2025-06-06,-1.8799,0.0489,0.01125087,11.25,8,3.25,17
SCHW,USB,US_BANKS,2025-05-14,2025-05-19,2025-06-03,1.7038,0.3656,0.01121705,11.22,8,3.22,13
HAL,OXY,ENERGY,2025-12-05,2025-12-10,2025-12-30,2.3219,-0.0154,0.01120556,11.21,8,3.21,16
SCHW,TFC,US_BANKS,2026-01-22,2026-01-22,2026-01-29,1.9698,0.4794,0.01121262,11.21,8,3.21,5
JPM,BAC,US_BANKS,2025-06-16,2025-06-16,2025-06-20,1.9,0.3785,0.01119617,11.2,8,3.2,3
JPM,USB,US_BANKS,2025-05-12,2025-05-12,2025-05-16,-1.7299,-0.26,0.01119916,11.2,8,3.2,4
NEE,DUK,INFRA,2025-10-31,2025-10-31,2025-11-05,-1.5247,-0.4569,0.01120259,11.2,8,3.2,3
LHX,TDG,DEFENSE,2026-01-09,2026-01-09,2026-01-30,2.6969,0.135,0.01115842,11.16,8,3.16,14
USB,PNC,US_BANKS,2025-08-12,2025-08-13,2025-08-20,2.3642,0.4619,0.01113956,11.14,8,3.14,6
PANW,ZS,TECH,2025-06-02,2025-06-02,2025-06-25,-2.552,-0.3879,0.0111232,11.12,8,3.12,16
SCCO,CLF,MINING,2025-09-22,2025-09-24,2025-10-20,2.6457,-0.1171,0.01112424,11.12,8,3.12,20
USB,TFC,US_BANKS,2026-03-06,2026-03-06,2026-03-10,1.6313,0.1008,0.01110864,11.11,8,3.11,2
LLY,VRTX,PHARMA,2026-02-20,2026-02-20,2026-03-06,-1.5718,-0.4824,0.01111017,11.11,8,3.11,10
KLAC,NXPI,SEMIS,2025-05-12,2025-05-13,2025-06-04,2.4827,-0.1969,0.01107621,11.08,8,3.08,16
QCOM,SWKS,SEMIS,2025-10-28,2025-10-28,2025-11-07,1.6742,0.4792,0.01106925,11.07,8,3.07,8
CRWD,ZS,TECH,2025-05-12,2025-05-12,2025-05-27,-2.1622,-0.2399,0.01105974,11.06,8,3.06,10
ABBV,LLY,PHARMA,2026-01-12,2026-01-12,2026-01-26,-2.4648,-0.2494,0.01103609,11.04,8,3.04,9
USB,PNC,US_BANKS,2025-11-20,2025-11-20,2025-11-25,-1.5337,0.3233,0.0110343,11.03,8,3.03,3
DVN,FANG,ENERGY,2025-10-02,2025-10-03,2025-11-19,-2.5087,0.4646,0.0110005,11,8,3,34
SWKS,ADI,SEMIS,2025-10-16,2025-10-16,2025-10-24,-1.5256,-0.4043,0.01096653,10.97,8,2.97,6
CRWD,ORCL,TECH,2026-01-05,2026-01-05,2026-01-21,-1.7848,-0.3791,0.0109552,10.96,8,2.96,11
BWXT,KTOS,DEFENSE,2025-10-14,2025-10-14,2025-10-22,3.1739,0.4495,0.01095478,10.95,8,2.95,6
PWR,XEL,INFRA,2025-10-13,2025-10-13,2025-10-23,1.5616,0.2371,0.0109478,10.95,8,2.95,8
RTX,LDOS,DEFENSE,2025-12-11,2025-12-15,2026-01-07,2.682,0.4228,0.01094148,10.94,8,2.94,17
JPM,PNC,US_BANKS,2025-08-20,2025-08-22,2025-09-09,-2.3588,0.2822,0.01090564,10.91,8,2.91,13
LRCX,KLAC,SEMIS,2026-01-30,2026-01-30,2026-02-24,2.9203,0.3816,0.01090435,10.9,8,2.9,16
BWA,ALV,AUTOS,2025-06-17,2025-06-17,2025-06-24,-1.5851,-0.4979,0.01086612,10.87,8,2.87,4
SO,XEL,INFRA,2025-07-31,2025-07-31,2025-08-07,-2.7884,-0.1368,0.01086716,10.87,8,2.87,5
GS,TFC,US_BANKS,2025-08-22,2025-08-27,2025-09-08,-2.0237,-0.3765,0.010862,10.86,8,2.86,10
FANG,VLO,ENERGY,2026-01-05,2026-01-05,2026-01-23,-3.8286,-0.3073,0.01084303,10.84,8,2.84,13
GS,MS,US_BANKS,2025-09-16,2025-09-18,2025-09-25,1.7197,0.3017,0.01080591,10.81,8,2.81,7
MS,C,US_BANKS,2025-06-04,2025-06-04,2025-06-13,-1.968,-0.2732,0.01080373,10.8,8,2.8,7
PANW,ZS,TECH,2026-01-06,2026-01-08,2026-01-23,2.992,0.1997,0.01079177,10.79,8,2.79,12
CVX,VLO,ENERGY,2025-06-10,2025-06-11,2025-06-24,2.2022,0.2304,0.01078097,10.78,8,2.78,9
CRWD,ZS,TECH,2025-07-11,2025-07-11,2025-07-28,2.8863,0.4168,0.01076213,10.76,8,2.76,11
USB,PNC,US_BANKS,2025-11-17,2025-11-17,2025-11-19,-1.7515,-0.4178,0.01075605,10.76,8,2.76,2
F,BWA,AUTOS,2025-12-23,2025-12-29,2026-01-12,-1.7599,-0.2843,0.01075963,10.76,8,2.76,12
XOM,MPC,ENERGY,2025-05-20,2025-05-22,2025-06-06,-2.0107,-0.265,0.01072157,10.72,8,2.72,12
NEE,PWR,INFRA,2025-12-04,2025-12-08,2025-12-30,-3.3242,-0.2661,0.01071807,10.72,8,2.72,17
NVDA,KLAC,SEMIS,2025-09-29,2025-09-30,2025-10-10,2.2122,0.4611,0.01069452,10.69,8,2.69,9
BAC,C,US_BANKS,2025-11-17,2025-11-20,2025-11-28,-1.8999,-0.2552,0.01068042,10.68,8,2.68,8
PWR,SO,INFRA,2026-01-16,2026-01-16,2026-02-04,2.7959,0.0543,0.01065867,10.66,8,2.66,12
USB,PNC,US_BANKS,2025-05-12,2025-05-12,2025-05-22,1.7732,-0.2556,0.01065258,10.65,8,2.65,8
BHP,TECK,MINING,2026-02-23,2026-02-23,2026-03-11,2.7626,0.1407,0.01065172,10.65,8,2.65,12
JPM,WFC,US_BANKS,2025-06-11,2025-06-16,2025-07-01,2.7248,0.4413,0.01064136,10.64,8,2.64,13
VALE,SCCO,MINING,2025-12-10,2025-12-12,2025-12-30,-1.8406,-0.2398,0.01064354,10.64,8,2.64,13
GOLD,RIO,MINING,2025-10-22,2025-10-22,2025-11-10,-2.5495,-0.1079,0.0106319,10.63,8,2.63,13
BAC,C,US_BANKS,2025-10-13,2025-10-15,2025-11-05,2.7862,-0.3473,0.01062089,10.62,8,2.62,17
RTX,ESLT,DEFENSE,2026-03-19,2026-03-23,2026-04-02,-2.0174,-0.4426,0.01061055,10.61,8,2.61,10
LDOS,SAIC,DEFENSE,2025-05-12,2025-05-12,2025-05-23,1.8537,0.401,0.01059775,10.6,8,2.6,9
NEM,RIO,MINING,2026-01-12,2026-01-12,2026-02-03,2.3821,-0.2454,0.010605,10.6,8,2.6,15
QCOM,AMAT,SEMIS,2026-02-06,2026-02-13,2026-03-05,-1.8665,-0.4065,0.01058824,10.59,8,2.59,18
NEM,GOLD,MINING,2025-07-22,2025-07-25,2025-08-19,3.2389,0.1946,0.01057562,10.58,8,2.58,20
SCHW,PNC,US_BANKS,2025-05-15,2025-05-19,2025-06-03,1.7226,0.4915,0.01057465,10.57,8,2.57,12
LRCX,TXN,SEMIS,2025-10-24,2025-10-27,2025-11-13,2.5083,-0.0937,0.01054738,10.55,8,2.55,14
QCOM,SWKS,SEMIS,2025-07-14,2025-07-14,2025-07-18,-1.5686,-0.3498,0.01054135,10.54,8,2.54,4
ZS,SNOW,TECH,2025-07-10,2025-07-11,2025-08-04,-2.9578,-0.2671,0.0105389,10.54,8,2.54,17
DDOG,WDAY,TECH,2025-05-23,2025-05-23,2025-06-11,3.6073,0.4221,0.01054028,10.54,8,2.54,12
LRCX,ADI,SEMIS,2025-05-13,2025-05-13,2025-05-30,2.044,0.0787,0.0105248,10.52,8,2.52,12
ZS,ORCL,TECH,2025-10-23,2025-10-27,2025-11-13,2.1423,0.2009,0.01052325,10.52,8,2.52,15
CRM,NOW,TECH,2025-09-10,2025-09-10,2025-09-22,-2.6618,-0.3862,0.01049685,10.5,8,2.5,8
WFC,TFC,US_BANKS,2025-11-10,2025-11-13,2025-12-03,-2.4082,0.1794,0.01048726,10.49,8,2.49,16
MPC,VLO,ENERGY,2025-11-04,2025-11-04,2025-11-21,-3.1608,-0.4601,0.01048319,10.48,8,2.48,13
DHT,INSW,SHIPPING,2025-09-03,2025-09-05,2025-09-22,2.3013,0.3462,0.01045816,10.46,8,2.46,13
LDOS,BWXT,DEFENSE,2025-08-20,2025-08-20,2025-09-04,2.2867,0.3014,0.01044165,10.44,8,2.44,10
JPM,USB,US_BANKS,2026-03-04,2026-03-04,2026-03-12,1.6589,0.3682,0.01042502,10.43,8,2.43,6
VALE,TECK,MINING,2025-07-25,2025-07-25,2025-08-19,2.6431,0.4436,0.01042526,10.43,8,2.43,17
NEM,FCX,MINING,2025-08-06,2025-08-06,2025-08-19,2.0005,0.4598,0.01041892,10.42,8,2.42,9
DUK,SO,INFRA,2025-08-01,2025-08-05,2025-08-15,2.7768,0.3285,0.0103997,10.4,8,2.4,10
PFE,NVO,PHARMA,2025-11-05,2025-11-06,2025-11-19,2.4959,0.1655,0.01037208,10.37,8,2.37,10
DUK,XEL,INFRA,2026-02-27,2026-02-27,2026-03-20,2.3639,0.2091,0.01037292,10.37,8,2.37,15
NVDA,TSM,SEMIS,2025-11-24,2025-11-25,2025-12-16,-3.1161,-0.1166,0.01036054,10.36,8,2.36,15
XEL,VST,INFRA,2025-10-30,2025-10-30,2025-11-07,1.9708,0.4841,0.01034944,10.35,8,2.35,6
JPM,MS,US_BANKS,2025-05-14,2025-05-15,2025-05-22,-1.6144,0.3136,0.01032881,10.33,8,2.33,6
CVX,PSX,ENERGY,2025-12-08,2025-12-08,2025-12-18,-1.7281,-0.1312,0.01031882,10.32,8,2.32,8
BAC,WFC,US_BANKS,2025-09-29,2025-09-29,2025-10-01,1.8643,0.145,0.01030715,10.31,8,2.31,2
NVDA,TSM,SEMIS,2025-07-30,2025-08-05,2025-08-26,2.7836,0.4815,0.01028368,10.28,8,2.28,19
TXN,NXPI,SEMIS,2025-08-19,2025-08-20,2025-09-02,2.4181,0.3532,0.01027743,10.28,8,2.28,9
ZS,WDAY,TECH,2025-06-03,2025-06-03,2025-08-04,2.3221,-0.0452,0.01022817,10.23,8,2.23,42
GLD,SLV,COMMODITY,2025-09-12,2025-09-12,2025-09-18,-1.8706,-0.3492,0.01021709,10.22,8,2.22,4
DUK,ES,INFRA,2025-07-21,2025-07-21,2025-07-23,1.5425,0.0626,0.01018469,10.18,8,2.18,2
GS,PNC,US_BANKS,2025-10-07,2025-10-10,2025-10-22,2.4331,0.4334,0.01015479,10.15,8,2.15,11
CVX,EOG,ENERGY,2026-03-13,2026-03-13,2026-03-18,1.5019,0.3318,0.01014097,10.14,8,2.14,3
JPM,SCHW,US_BANKS,2026-01-14,2026-01-14,2026-02-03,-3.1016,0.1144,0.01007523,10.08,8,2.08,13
XEL,VST,INFRA,2025-12-05,2025-12-08,2025-12-26,-2.4494,-0.2829,0.01008429,10.08,8,2.08,14
INTC,ADI,SEMIS,2025-07-28,2025-07-28,2025-08-11,-2.3495,-0.3141,0.0100703,10.07,8,2.07,10
PSX,FANG,ENERGY,2025-10-03,2025-10-03,2025-10-14,-2.3443,-0.3613,0.01003473,10.03,8,2.03,7
KLAC,ADI,SEMIS,2025-11-26,2025-11-26,2025-12-16,-2.0446,-0.4169,0.01001043,10.01,8,2.01,13
SO,ES,INFRA,2026-03-13,2026-03-16,2026-04-08,2.0964,0.4759,0.01000791,10.01,8,2.01,17
PANW,NOW,TECH,2025-10-02,2025-10-02,2025-10-14,2.3793,0.2797,0.00999301,9.99,8,1.99,8
BAC,SCHW,US_BANKS,2025-12-29,2025-12-29,2026-01-02,-1.7571,-0.1372,0.00998653,9.99,8,1.99,3
BHP,SCCO,MINING,2025-12-30,2025-12-31,2026-01-05,1.6623,0.0443,0.00996509,9.97,8,1.97,3
CVX,EOG,ENERGY,2025-05-12,2025-05-12,2025-05-14,1.8674,0.4293,0.00995792,9.96,8,1.96,2
DUK,VST,INFRA,2025-11-03,2025-11-03,2025-11-12,-1.5157,-0.4606,0.00991858,9.92,8,1.92,7
HAL,SLB,ENERGY,2025-09-17,2025-09-23,2025-10-14,2.9175,0.4611,0.00991092,9.91,8,1.91,19
CRWD,CRM,TECH,2025-10-24,2025-10-28,2025-11-18,2.4583,-0.0876,0.0099055,9.91,8,1.91,17
TM,ALV,AUTOS,2025-05-12,2025-05-14,2025-05-30,-2.4796,-0.1237,0.00990808,9.91,8,1.91,13
BA,HII,DEFENSE,2025-08-26,2025-08-26,2025-09-03,1.563,0.3658,0.00990487,9.9,8,1.9,5
CRWD,NOW,TECH,2025-09-19,2025-09-19,2025-10-14,2.6857,0.0497,0.00987216,9.87,8,1.87,17
MS,TFC,US_BANKS,2025-05-22,2025-05-28,2025-06-06,1.8265,0.3563,0.00985567,9.86,8,1.86,10
TSM,ADI,SEMIS,2025-05-22,2025-05-22,2025-06-20,2.7025,0.3061,0.00985078,9.85,8,1.85,19
STNG,INSW,SHIPPING,2025-10-09,2025-10-10,2025-10-24,2.449,0.4093,0.00982377,9.82,8,1.82,11
DUK,XEL,INFRA,2026-03-30,2026-03-30,2026-04-06,1.7767,0.3887,0.00982128,9.82,8,1.82,4
LDOS,BWXT,DEFENSE,2025-07-28,2025-07-28,2025-08-08,-2.5545,-0.3581,0.00980885,9.81,8,1.81,9
QCOM,NXPI,SEMIS,2025-07-03,2025-07-08,2025-07-21,-2.6799,-0.3243,0.00980806,9.81,8,1.81,11
RIO,TECK,MINING,2026-01-20,2026-01-23,2026-02-19,2.3126,-0.2277,0.00979555,9.8,8,1.8,21
APTV,BWA,AUTOS,2026-01-23,2026-01-23,2026-02-10,-1.5321,-0.4299,0.0097779,9.78,8,1.78,12
MRK,REGN,PHARMA,2025-07-03,2025-07-03,2025-07-14,-1.6129,-0.4562,0.00976582,9.77,8,1.77,6
AMGN,REGN,PHARMA,2025-09-04,2025-09-04,2025-09-19,-2.1681,0.2452,0.00974496,9.74,8,1.74,11
ON,NXPI,SEMIS,2026-03-13,2026-03-13,2026-03-27,2.7318,0.4441,0.00972527,9.73,8,1.73,10
MU,LRCX,SEMIS,2025-09-05,2025-09-05,2025-09-19,2.0714,0.3454,0.00966091,9.66,8,1.66,10
EOG,OXY,ENERGY,2025-08-01,2025-08-01,2025-08-12,-1.6454,-0.2417,0.00965174,9.65,8,1.65,7
SO,XEL,INFRA,2026-01-15,2026-01-15,2026-01-26,1.8207,-0.1117,0.00965134,9.65,8,1.65,6
BAC,PNC,US_BANKS,2025-06-18,2025-06-24,2025-07-07,2.5051,0.2568,0.0096431,9.64,8,1.64,11
PANW,NOW,TECH,2026-02-18,2026-02-18,2026-03-04,-3.1071,-0.3854,0.00959661,9.6,8,1.6,10
DUK,SO,INFRA,2025-12-02,2025-12-02,2025-12-12,-1.7,-0.1191,0.00958527,9.59,8,1.59,8
BAC,MS,US_BANKS,2025-06-20,2025-06-23,2025-07-08,2.9018,-0.0495,0.00956167,9.56,8,1.56,11
BAC,USB,US_BANKS,2026-03-13,2026-03-13,2026-03-23,-2.3486,-0.4059,0.00948862,9.49,8,1.49,6
SLB,MPC,ENERGY,2026-03-03,2026-03-04,2026-03-23,-3.0477,-0.2051,0.0094194,9.42,8,1.42,14
MS,USB,US_BANKS,2025-06-10,2025-06-13,2025-07-01,2.5416,-0.1249,0.00940668,9.41,8,1.41,14
BAC,GS,US_BANKS,2025-08-22,2025-08-26,2025-09-08,1.7138,0.285,0.00935974,9.36,8,1.36,10
RIO,VALE,MINING,2026-03-06,2026-03-09,2026-03-30,-2.483,-0.2037,0.00931502,9.32,8,1.32,16
CVX,MPC,ENERGY,2025-11-20,2025-11-20,2025-12-01,-2.1622,-0.2676,0.00927977,9.28,8,1.28,6
JPM,PNC,US_BANKS,2025-06-13,2025-06-16,2025-07-01,2.8093,-0.1408,0.00928139,9.28,8,1.28,11
BAC,C,US_BANKS,2025-07-16,2025-07-16,2025-08-12,-2.4354,-0.3109,0.009283,9.28,8,1.28,19
ABBV,AMGN,PHARMA,2025-10-31,2025-10-31,2025-11-12,-3.6453,-0.2751,0.00925809,9.26,8,1.26,8
FTNT,ZS,TECH,2025-07-10,2025-07-14,2025-07-30,2.9734,0.2309,0.0092327,9.23,8,1.23,14
SCCO,TECK,MINING,2026-03-18,2026-03-19,2026-04-01,-1.9718,-0.4337,0.00923388,9.23,8,1.23,10
NOC,LDOS,DEFENSE,2025-09-09,2025-09-09,2025-09-24,-2.5786,0.1452,0.00920737,9.21,8,1.21,11
DVN,FANG,ENERGY,2025-12-22,2025-12-24,2026-01-08,1.8476,0.4226,0.00918862,9.19,8,1.19,11
SO,XEL,INFRA,2025-10-29,2025-11-05,2025-11-28,-2.1311,-0.4717,0.00918608,9.19,8,1.19,21
XOM,COP,ENERGY,2025-10-17,2025-10-22,2025-10-31,2.4008,0.428,0.00918417,9.18,8,1.18,10
CVX,SLB,ENERGY,2025-10-27,2025-10-30,2025-11-10,-2.337,-0.3803,0.00918232,9.18,8,1.18,10
ABBV,AMGN,PHARMA,2025-06-11,2025-06-11,2025-06-16,2.0508,0.4649,0.00914177,9.14,8,1.14,3
NVO,AMGN,PHARMA,2026-01-05,2026-01-05,2026-01-21,2.7345,0.2676,0.00913234,9.13,8,1.13,11
GLD,UNG,COMMODITY,2025-08-04,2025-08-04,2025-08-15,1.9597,0.2296,0.00909749,9.1,8,1.1,9
BAC,C,US_BANKS,2025-06-11,2025-06-12,2025-06-18,-2.1231,-0.0463,0.00903688,9.04,8,1.04,5
ZS,NOW,TECH,2025-07-10,2025-07-11,2025-08-04,-2.5653,-0.1363,0.00902716,9.03,8,1.03,17
PNC,TFC,US_BANKS,2025-07-23,2025-07-25,2025-07-29,-1.6863,-0.4677,0.00901529,9.02,8,1.02,4
JPM,TFC,US_BANKS,2025-05-20,2025-05-21,2025-06-05,3.024,0.4051,0.00897807,8.98,8,0.98,11
RIO,CLF,MINING,2025-09-25,2025-09-25,2025-10-09,2.1357,0.2263,0.00897603,8.98,8,0.98,10
HAL,VLO,ENERGY,2025-05-12,2025-05-13,2025-06-02,-1.8509,-0.355,0.00895862,8.96,8,0.96,14
USB,PNC,US_BANKS,2026-03-26,2026-03-27,2026-04-01,-1.8659,0.104,0.00895725,8.96,8,0.96,4
SO,ES,INFRA,2025-07-16,2025-07-21,2025-07-31,2.3875,0.3238,0.00895484,8.95,8,0.95,11
JNJ,BMY,PHARMA,2026-03-17,2026-03-17,2026-03-25,-2.1869,-0.3067,0.00894167,8.94,8,0.94,6
USB,TFC,US_BANKS,2025-09-08,2025-09-09,2025-09-23,3.7886,0.4482,0.00892162,8.92,8,0.92,11
CVX,VLO,ENERGY,2025-08-08,2025-08-08,2025-08-21,1.5946,0.3753,0.00890841,8.91,8,0.91,9
BAC,WFC,US_BANKS,2025-09-19,2025-09-19,2025-09-23,1.8412,0.4872,0.00890527,8.91,8,0.91,2
CRWD,WDAY,TECH,2025-07-23,2025-07-23,2025-08-12,-2.6523,-0.2249,0.00889877,8.9,8,0.9,14
CVX,HAL,ENERGY,2026-03-11,2026-03-12,2026-04-01,2.81,-0.472,0.00887836,8.88,8,0.88,15
MU,NXPI,SEMIS,2026-01-21,2026-01-21,2026-02-04,2.3773,0.3429,0.00887005,8.87,8,0.87,10
JNJ,PFE,PHARMA,2025-09-12,2025-09-12,2025-09-16,2.0267,0.36,0.00887356,8.87,8,0.87,2
VALE,SCCO,MINING,2025-09-25,2025-09-29,2025-10-21,-2.3639,0.4001,0.00885967,8.86,8,0.86,18
JNJ,PFE,PHARMA,2026-03-17,2026-03-17,2026-03-25,-2.5381,-0.4971,0.00885661,8.86,8,0.86,6
DUK,ES,INFRA,2025-06-20,2025-06-23,2025-07-02,2.0027,0.3761,0.00884797,8.85,8,0.85,8
